"","Ageband","Sex","Year","Country","Definition","Deaths","Pop"
"4518","15-24","Male",2022,"Romania","Simple",7,1034251
"4519","15-24","Male",2022,"Scotland","Full",0,318464.5
"4520","15-24","Male",2022,"Scotland","Simple",0,318464.5
"4521","15-24","Male",2022,"Serbia","Full",1,345936
"4522","15-24","Male",2022,"Serbia","Simple",1,345936
"4523","15-24","Male",2022,"Slovenia","Full",0,103675
"4524","15-24","Male",2022,"Slovenia","Simple",0,103675
"4525","15-24","Male",2022,"South Korea","Full",2,2785531.5
"4526","15-24","Male",2022,"South Korea","Simple",3,2785531.5
"4527","15-24","Male",2022,"Spain","Full",2,2563960
"4528","15-24","Male",2022,"Spain","Simple",2,2563960
"4529","15-24","Male",2022,"Sweden","Full",0,616312.5
"4530","15-24","Male",2022,"Sweden","Simple",0,616312.5
"4531","15-24","Male",2022,"Switzerland","Full",1,461931
"4532","15-24","Male",2022,"Switzerland","Simple",1,461931
"4533","15-24","Male",2022,"Turkey","Full",5,6641077
"4534","15-24","Male",2022,"Turkey","Simple",7,6641077
"4535","15-24","Male",2022,"USA","Full",140.015371946198,22155498.66
"4536","15-24","Male",2022,"USA","Simple",139.017198003877,22155498.66
"4537","15-24","Male",2022,"Uruguay","Full",0,247887.5
"4538","15-24","Male",2022,"Uruguay","Simple",0,247887.5
"4539","15-24","Male",2023,"Argentina","Full",3.02380952380952,3579702
"4540","15-24","Male",2023,"Argentina","Simple",7.07249659619754,3579702
"4541","15-24","Male",2023,"Armenia","Full",1,166576
"4542","15-24","Male",2023,"Armenia","Simple",0,166576
"4543","15-24","Male",2023,"Australia","Full",4,1727633
"4544","15-24","Male",2023,"Australia","Simple",3,1727633
"4545","15-24","Male",2023,"Austria","Full",0,490224
"4546","15-24","Male",2023,"Austria","Simple",0,490224
"4547","15-24","Male",2023,"Brazil","Full",68.0375815187355,15795319.5
"4548","15-24","Male",2023,"Brazil","Simple",70.0384891934188,15795319.5
"4549","15-24","Male",2023,"Bulgaria","Full",1,300454.5
"4550","15-24","Male",2023,"Bulgaria","Simple",1,300454.5
"4551","15-24","Male",2023,"Canada","Full",12,2432816.49
"4552","15-24","Male",2023,"Canada","Simple",12,2432816.49
"4553","15-24","Male",2023,"Chile","Full",1,1267949.51
"4554","15-24","Male",2023,"Chile","Simple",1,1267949.51
"4555","15-24","Male",2023,"Colombia","Full",2,4279480
"4556","15-24","Male",2023,"Colombia","Simple",5,4279480
"4557","15-24","Male",2023,"Costa Rica","Full",1.00302114803625,380103.5
"4558","15-24","Male",2023,"Costa Rica","Simple",1.00240963855422,380103.5
"4559","15-24","Male",2023,"Cuba","Full",1.00277392510402,646534
"4560","15-24","Male",2023,"Cuba","Simple",1.00204290091931,646534
"4561","15-24","Male",2023,"Czechia","Full",1,554679
"4562","15-24","Male",2023,"Czechia","Simple",1,554679
"4563","15-24","Male",2023,"Ecuador","Full",8,1594817.5
"4564","15-24","Male",2023,"Ecuador","Simple",16,1594817.5
"4565","15-24","Male",2023,"England & Wales","Full",7,3711734
"4566","15-24","Male",2023,"England & Wales","Simple",6,3711734
"4567","15-24","Male",2023,"Estonia","Full",0,69573
"4568","15-24","Male",2023,"Estonia","Simple",0,69573
"4569","15-24","Male",2023,"Finland","Full",2,314917
"4570","15-24","Male",2023,"Finland","Simple",1,314917
"4571","15-24","Male",2023,"France","Full",9,4039334
"4572","15-24","Male",2023,"France","Simple",7,4039334
"4573","15-24","Male",2023,"Guatemala","Full",96.1340782122905,1882652.5
"4574","15-24","Male",2023,"Guatemala","Simple",122.340227748083,1882652.5
"4575","15-24","Male",2023,"Hong Kong","Full",1,309100
"4576","15-24","Male",2023,"Hong Kong","Simple",1,309100
"4577","15-24","Male",2023,"Hungary","Full",1,516187
"4578","15-24","Male",2023,"Hungary","Simple",1,516187
"4579","15-24","Male",2023,"Israel","Full",0,750463.0313
"4580","15-24","Male",2023,"Israel","Simple",0,750463.0313
"4581","15-24","Male",2023,"Italy","Full",0,3048594
"4582","15-24","Male",2023,"Italy","Simple",0,3048594
"4583","15-24","Male",2023,"Japan","Full",4.00131600592203,5709776
"4584","15-24","Male",2023,"Japan","Simple",4.00150107890046,5709776
"4585","15-24","Male",2023,"Kyrgyzstan","Full",2,557825
"4586","15-24","Male",2023,"Kyrgyzstan","Simple",5,557825
"4587","15-24","Male",2023,"Latvia","Full",6,95220
"4588","15-24","Male",2023,"Latvia","Simple",2,95220
"4589","15-24","Male",2023,"Lithuania","Full",1,139981
"4590","15-24","Male",2023,"Lithuania","Simple",0,139981
"4591","15-24","Male",2023,"Mauritius","Full",0,93920
"4592","15-24","Male",2023,"Mauritius","Simple",0,93920
"4593","15-24","Male",2023,"Mexico","Full",139.239971733052,11209756.5
"4594","15-24","Male",2023,"Mexico","Simple",165.554626055454,11209756.5
"4595","15-24","Male",2023,"Moldova","Full",2,121281.5
"4596","15-24","Male",2023,"Moldova","Simple",0,121281.5
"4597","15-24","Male",2023,"Netherlands","Full",0,1117657
"4598","15-24","Male",2023,"Netherlands","Simple",0,1117657
"4599","15-24","Male",2023,"Northern Ireland","Full",0,115935
"4600","15-24","Male",2023,"Northern Ireland","Simple",0,115935
"4601","15-24","Male",2023,"Poland","Full",18,1824292
"4602","15-24","Male",2023,"Poland","Simple",16,1824292
"4603","15-24","Male",2023,"Romania","Full",1,1059054
"4604","15-24","Male",2023,"Romania","Simple",1,1059054
"4605","15-24","Male",2023,"Scotland","Full",2,323818.5
"4606","15-24","Male",2023,"Scotland","Simple",2,323818.5
"4607","15-24","Male",2023,"Serbia","Full",0,344261
"4608","15-24","Male",2023,"Serbia","Simple",0,344261
"4609","15-24","Male",2023,"Slovenia","Full",1,103593.5
"4610","15-24","Male",2023,"Slovenia","Simple",1,103593.5
"4611","15-24","Male",2023,"South Korea","Full",4,2691344.5
"4612","15-24","Male",2023,"South Korea","Simple",5,2691344.5
"4613","15-24","Male",2023,"Spain","Full",2,2658020
"4614","15-24","Male",2023,"Spain","Simple",3,2658020
"4615","15-24","Male",2023,"Sweden","Full",0,623849
"4616","15-24","Male",2023,"Sweden","Simple",0,623849
"4617","15-24","Male",2023,"Switzerland","Full",1,463305
"4618","15-24","Male",2023,"Switzerland","Simple",1,463305
"4619","15-24","Male",2023,"Turkey","Full",2,6616871
"4620","15-24","Male",2023,"Turkey","Simple",3,6616871
"4621","15-24","Male",2023,"USA","Full",103.003028610074,22460641.62
"4622","15-24","Male",2023,"USA","Simple",108.002353812959,22460641.62
"4623","15-24","Male",2023,"Uruguay","Full",1,245516
"4624","15-24","Male",2023,"Uruguay","Simple",2,245516
"4625","15-24","Male",2024,"Armenia","Full",0,173442
"4626","15-24","Male",2024,"Armenia","Simple",0,173442
"4627","15-24","Male",2024,"Australia","Full",1,1785923
"4628","15-24","Male",2024,"Australia","Simple",1,1785923
"4629","15-24","Male",2024,"Austria","Full",1,490083
"4630","15-24","Male",2024,"Austria","Simple",1,490083
"4631","15-24","Male",2024,"Canada","Full",8,2561230.78
"4632","15-24","Male",2024,"Canada","Simple",9,2561230.78
"4633","15-24","Male",2024,"Czechia","Full",0,577221
"4634","15-24","Male",2024,"Czechia","Simple",0,577221
"4635","15-24","Male",2024,"Ecuador","Full",6,NA
"4636","15-24","Male",2024,"Ecuador","Simple",9,NA
"4637","15-24","Male",2024,"England & Wales","Full",7,3809251
"4638","15-24","Male",2024,"England & Wales","Simple",7,3809251
"4639","15-24","Male",2024,"Estonia","Full",1,72687
"4640","15-24","Male",2024,"Estonia","Simple",1,72687
"4641","15-24","Male",2024,"Finland","Full",1,323153.5
"4642","15-24","Male",2024,"Finland","Simple",1,323153.5
"4643","15-24","Male",2024,"Hong Kong","Full",0,303400
"4644","15-24","Male",2024,"Hong Kong","Simple",0,303400
"4645","15-24","Male",2024,"Hungary","Full",0,517346.5
"4646","15-24","Male",2024,"Hungary","Simple",0,517346.5
"4647","15-24","Male",2024,"Latvia","Full",3,96125
"4648","15-24","Male",2024,"Latvia","Simple",1,96125
"4649","15-24","Male",2024,"Lithuania","Full",3,142650
"4650","15-24","Male",2024,"Lithuania","Simple",2,142650
"4651","15-24","Male",2024,"Mauritius","Full",0,84964
"4652","15-24","Male",2024,"Mauritius","Simple",0,84964
"4653","15-24","Male",2024,"Netherlands","Full",3,1123813
"4654","15-24","Male",2024,"Netherlands","Simple",2,1123813
"4655","15-24","Male",2024,"Northern Ireland","Full",0,117662
"4656","15-24","Male",2024,"Northern Ireland","Simple",0,117662
"4657","15-24","Male",2024,"Poland","Full",14,1841896
"4658","15-24","Male",2024,"Poland","Simple",17,1841896
"4659","15-24","Male",2024,"Scotland","Full",1,328483
"4660","15-24","Male",2024,"Scotland","Simple",1,328483
"4661","15-24","Male",2024,"Serbia","Full",1,344105
"4662","15-24","Male",2024,"Serbia","Simple",1,344105
"4663","15-24","Male",2024,"Slovenia","Full",0,109188
"4664","15-24","Male",2024,"Slovenia","Simple",0,109188
"4665","15-24","Male",2024,"Spain","Full",0,2746318
"4666","15-24","Male",2024,"Spain","Simple",0,2746318
"4667","15-24","Male",2024,"Sweden","Full",0,628139
"4668","15-24","Male",2024,"Sweden","Simple",0,628139
"4669","25-34","Female",2000,"Argentina","Full",3,2594569.5
"4670","25-34","Female",2000,"Argentina","Simple",6.01026743828285,2594569.5
"4671","25-34","Female",2000,"Australia","Full",10,1445332
"4672","25-34","Female",2000,"Australia","Simple",13,1445332
"4673","25-34","Female",2000,"Belgium","Full",3,711759
"4674","25-34","Female",2000,"Belgium","Simple",3,711759
"4675","25-34","Female",2000,"Brazil","Full",142.907239229222,14101420.5
"4676","25-34","Female",2000,"Brazil","Simple",224.841448638339,14101420.5
"4677","25-34","Female",2000,"Canada","Full",10,2177984
"4678","25-34","Female",2000,"Canada","Simple",10,2177984
"4679","25-34","Female",2000,"Chile","Full",11,1226201.83
"4680","25-34","Female",2000,"Chile","Simple",13,1226201.83
"4681","25-34","Female",2000,"Colombia","Full",3.05084745762712,3224468.5
"4682","25-34","Female",2000,"Colombia","Simple",11.1320754716981,3224468.5
"4683","25-34","Female",2000,"Costa Rica","Full",1.05263157894737,313038.5
"4684","25-34","Female",2000,"Costa Rica","Simple",3.05172413793103,313038.5
"4685","25-34","Female",2000,"Czechia","Full",9,751117
"4686","25-34","Female",2000,"Czechia","Simple",9,751117
"4687","25-34","Female",2000,"Denmark","Full",2,389550
"4688","25-34","Female",2000,"Denmark","Simple",2,389550
"4689","25-34","Female",2000,"Dominican Republic","Full",1,685721
"4690","25-34","Female",2000,"Dominican Republic","Simple",6.16600790513834,685721
"4691","25-34","Female",2000,"Ecuador","Full",4,976753
"4692","25-34","Female",2000,"Ecuador","Simple",11,976753
"4693","25-34","Female",2000,"Estonia","Full",3.09183673469388,95540
"4694","25-34","Female",2000,"Estonia","Simple",4.10062893081761,95540
"4695","25-34","Female",2000,"Finland","Full",8,321757
"4696","25-34","Female",2000,"Finland","Simple",8,321757
"4697","25-34","Female",2000,"France","Full",41,4188264
"4698","25-34","Female",2000,"France","Simple",48,4188264
"4699","25-34","Female",2000,"Hungary","Full",19,717781
"4700","25-34","Female",2000,"Hungary","Simple",23,717781
"4701","25-34","Female",2000,"Israel","Full",0,455733
"4702","25-34","Female",2000,"Israel","Simple",0,455733
"4703","25-34","Female",2000,"Japan","Full",17,8975013
"4704","25-34","Female",2000,"Japan","Simple",27.0067635270541,8975013
"4705","25-34","Female",2000,"Kyrgyzstan","Full",7.14583333333333,372683
"4706","25-34","Female",2000,"Kyrgyzstan","Simple",46.1381381381381,372683
"4707","25-34","Female",2000,"Latvia","Full",3,161770
"4708","25-34","Female",2000,"Latvia","Simple",7,161770
"4709","25-34","Female",2000,"Lithuania","Full",6,252324
"4710","25-34","Female",2000,"Lithuania","Simple",6,252324
"4711","25-34","Female",2000,"Mexico","Full",107.206413824605,8307498
"4712","25-34","Female",2000,"Mexico","Simple",160.981321891658,8307498
"4713","25-34","Female",2000,"Moldova","Full",2,245732
"4714","25-34","Female",2000,"Moldova","Simple",16,245732
"4715","25-34","Female",2000,"Netherlands","Full",2,1212404
"4716","25-34","Female",2000,"Netherlands","Simple",2,1212404
"4717","25-34","Female",2000,"Nicaragua","Full",3,377030.5
"4718","25-34","Female",2000,"Nicaragua","Simple",3,377030.5
"4719","25-34","Female",2000,"Paraguay","Full",0,364308.5
"4720","25-34","Female",2000,"Paraguay","Simple",0,364308.5
"4721","25-34","Female",2000,"Peru","Full",3,2132336.5
"4722","25-34","Female",2000,"Peru","Simple",16.0616174582798,2132336.5
"4723","25-34","Female",2000,"Poland","Full",26,2524634
"4724","25-34","Female",2000,"Poland","Simple",57,2524634
"4725","25-34","Female",2000,"Romania","Full",13,1792700
"4726","25-34","Female",2000,"Romania","Simple",57,1792700
"4727","25-34","Female",2000,"Scotland","Full",14,369238
"4728","25-34","Female",2000,"Scotland","Simple",15,369238
"4729","25-34","Female",2000,"Serbia","Full",0,484418
"4730","25-34","Female",2000,"Serbia","Simple",2,484418
"4731","25-34","Female",2000,"Slovenia","Full",1,143055
"4732","25-34","Female",2000,"Slovenia","Simple",2,143055
"4733","25-34","Female",2000,"South Korea","Full",11,4386309
"4734","25-34","Female",2000,"South Korea","Simple",26,4386309
"4735","25-34","Female",2000,"Spain","Full",8,3274904
"4736","25-34","Female",2000,"Spain","Simple",24,3274904
"4737","25-34","Female",2000,"Sweden","Full",1,601750
"4738","25-34","Female",2000,"Sweden","Simple",1,601750
"4739","25-34","Female",2000,"Switzerland","Full",5,537823
"4740","25-34","Female",2000,"Switzerland","Simple",7,537823
"4741","25-34","Female",2000,"USA","Full",146,19771195
"4742","25-34","Female",2000,"USA","Simple",201,19771195
"4743","25-34","Female",2000,"Uruguay","Full",0,229059.5
"4744","25-34","Female",2000,"Uruguay","Simple",0,229059.5
"4745","25-34","Female",2001,"Argentina","Full",4.11582400989118,2657321.5
"4746","25-34","Female",2001,"Argentina","Simple",7.09841163092451,2657321.5
"4747","25-34","Female",2001,"Australia","Full",9.04761904761905,1445867
"4748","25-34","Female",2001,"Australia","Simple",10.0340136054422,1445867
"4749","25-34","Female",2001,"Belgium","Full",11,699613
"4750","25-34","Female",2001,"Belgium","Simple",11,699613
"4751","25-34","Female",2001,"Brazil","Full",155.601415522912,14304833.5
"4752","25-34","Female",2001,"Brazil","Simple",242.735004526986,14304833.5
"4753","25-34","Female",2001,"Canada","Full",16,2130957
"4754","25-34","Female",2001,"Canada","Simple",17,2130957
"4755","25-34","Female",2001,"Chile","Full",10,1217553.12
"4756","25-34","Female",2001,"Chile","Simple",17,1217553.12
"4757","25-34","Female",2001,"Colombia","Full",1,3240119
"4758","25-34","Female",2001,"Colombia","Simple",12.0760697305864,3240119
"4759","25-34","Female",2001,"Costa Rica","Full",1,315782.5
"4760","25-34","Female",2001,"Costa Rica","Simple",2,315782.5
"4761","25-34","Female",2001,"Cuba","Full",3,1016108.5
"4762","25-34","Female",2001,"Cuba","Simple",7,1016108.5
"4763","25-34","Female",2001,"Czechia","Full",5,772655
"4764","25-34","Female",2001,"Czechia","Simple",8,772655
"4765","25-34","Female",2001,"Denmark","Full",2,383262
"4766","25-34","Female",2001,"Denmark","Simple",2,383262
"4767","25-34","Female",2001,"Dominican Republic","Full",1,694868.5
"4768","25-34","Female",2001,"Dominican Republic","Simple",5.05660377358491,694868.5
"4769","25-34","Female",2001,"Ecuador","Full",4,994357
"4770","25-34","Female",2001,"Ecuador","Simple",9,994357
"4771","25-34","Female",2001,"England & Wales","Full",54,3769849
"4772","25-34","Female",2001,"England & Wales","Simple",67,3769849
"4773","25-34","Female",2001,"Estonia","Full",7.04347826086956,95505
"4774","25-34","Female",2001,"Estonia","Simple",8.03478260869565,95505
"4775","25-34","Female",2001,"Finland","Full",6,317879
"4776","25-34","Female",2001,"Finland","Simple",6,317879
"4777","25-34","Female",2001,"France","Full",33,4118984
"4778","25-34","Female",2001,"France","Simple",33,4118984
"4779","25-34","Female",2001,"Hong Kong","Full",1,610000
"4780","25-34","Female",2001,"Hong Kong","Simple",1,610000
"4781","25-34","Female",2001,"Hungary","Full",10,742972
"4782","25-34","Female",2001,"Hungary","Simple",10,742972
"4783","25-34","Female",2001,"Israel","Full",4,474315
"4784","25-34","Female",2001,"Israel","Simple",1,474315
"4785","25-34","Female",2001,"Japan","Full",17,9178000
"4786","25-34","Female",2001,"Japan","Simple",31.0080477673936,9178000
"4787","25-34","Female",2001,"Kyrgyzstan","Full",3.0625,378112
"4788","25-34","Female",2001,"Kyrgyzstan","Simple",40.6163328197227,378112
"4789","25-34","Female",2001,"Latvia","Full",8,160340
"4790","25-34","Female",2001,"Latvia","Simple",15,160340
"4791","25-34","Female",2001,"Lithuania","Full",6,247712
"4792","25-34","Female",2001,"Lithuania","Simple",7,247712
"4793","25-34","Female",2001,"Mexico","Full",96.6320443710207,8448717
"4794","25-34","Female",2001,"Mexico","Simple",158.904378905221,8448717
"4795","25-34","Female",2001,"Moldova","Full",0,250750
"4796","25-34","Female",2001,"Moldova","Simple",13,250750
"4797","25-34","Female",2001,"Netherlands","Full",2,1188832
"4798","25-34","Female",2001,"Netherlands","Simple",2,1188832
"4799","25-34","Female",2001,"Nicaragua","Full",0,387340.5
"4800","25-34","Female",2001,"Nicaragua","Simple",3,387340.5
"4801","25-34","Female",2001,"Northern Ireland","Full",3,122890
"4802","25-34","Female",2001,"Northern Ireland","Simple",3,122890
"4803","25-34","Female",2001,"Paraguay","Full",0,366567
"4804","25-34","Female",2001,"Paraguay","Simple",2,366567
"4805","25-34","Female",2001,"Peru","Full",3.01685393258427,2171288.5
"4806","25-34","Female",2001,"Peru","Simple",17.0630750764887,2171288.5
"4807","25-34","Female",2001,"Poland","Full",19,2583962
"4808","25-34","Female",2001,"Poland","Simple",32,2583962
"4809","25-34","Female",2001,"Romania","Full",12,1868696
"4810","25-34","Female",2001,"Romania","Simple",53,1868696
"4811","25-34","Female",2001,"Scotland","Full",13,358819
"4812","25-34","Female",2001,"Scotland","Simple",13,358819
"4813","25-34","Female",2001,"Serbia","Full",0,488261
"4814","25-34","Female",2001,"Serbia","Simple",2,488261
"4815","25-34","Female",2001,"Slovenia","Full",3,143357
